ID,Gender,Age,Resident,Nature_Relatedness_experience1,Nature_Relatedness_self1,Nature_Relatedness_self2,Nature_Relatedness_experience2,Nature_Relatedness_self3,Nature_Relatedness_self4,PEBS_Conservation1,PEBS_Conservation2,PEBS_Conservation3,PEBS_Conservation4,PEBS_Conservation5,PEBS_Conservation6,PEBS_Conservation7,PEBS_Environmental_citizenship1,PEBS_Environmental_citizenship2,PEBS_Environmental_citizenship3,PEBS_Environmental_citizenship4,PEBS_Environmental_citizenship5,PEBS_Environmental_citizenship6,PEBS_Food1,PEBS_Food2,PEBS_Food3,PEBS_Tmnsporation1,PEBS_Tmnsporation2,PEBS_Tmnsporation3,HEAS_Affective_symptoms1,HEAS_Affective_symptoms2,HEAS_Affective_symptoms3,HEAS_Affective_symptoms4,HEAS_Rumination1,HEAS_Rumination2,HEAS_Rumination3,HEAS_Behavioural_symptoms1,HEAS_Behavioural_symptoms2,HEAS_Behavioural_symptoms3,HEAS_Anxiety_about_personal_impact1,HEAS_Anxiety_about_personal_impact2,HEAS_Anxiety_about_personal_impact3,Mental_Health_Continuum_EWB1,Mental_Health_Continuum_EWB2,Mental_Health_Continuum_EWB3,Mental_Health_Continuum_SWB1,Mental_Health_Continuum_SWB2,Mental_Health_Continuum_SWB3,Mental_Health_Continuum_SWB4,Mental_Health_Continuum_SWB5,Mental_Health_Continuum_PWB1,Mental_Health_Continuum_PWB2,Mental_Health_Continuum_PWB3,Mental_Health_Continuum_PWB4,Mental_Health_Continuum_PWB5,Mental_Health_Continuum_PWB6
498,2,19,1,3,4,3,5,4,4,4,3,4,3,3,3,3,1,1,2,3,5,3,5,5,5,3,5,5,2,1,1,1,1,1,1,2,1,3,1,1,1,4,3,4,3,4,4,4,4,4,4,4,4,4,4
496,2,19,1,3,4,3,3,3,3,4,4,3,4,3,3,5,1,1,1,1,5,3,1,5,5,3,5,3,1,1,1,1,1,1,1,1,1,2,2,3,2,3,2,2,1,2,2,3,3,2,3,2,2,2,3
499,2,18,1,1,3,5,4,4,5,5,3,3,5,4,1,3,1,1,3,3,5,3,5,5,5,3,5,3,1,1,1,1,2,1,1,1,1,1,1,1,1,5,4,4,4,4,5,5,5,5,5,5,5,5,5
1216,2,21,1,1,3,4,3,4,4,5,5,5,5,2,2,3,1,1,3,2,5,2,1,5,5,3,5,5,2,1,1,1,2,2,1,3,1,3,2,1,2,4,3,2,1,1,4,4,3,3,2,3,2,3,2
1575,2,19,1,1,3,4,4,4,5,5,5,4,5,4,1,5,1,1,3,3,5,3,1,1,1,3,5,5,3,3,2,2,1,1,1,2,4,3,1,1,2,4,4,4,1,5,3,3,3,5,4,3,2,2,2
67,2,21,1,2,3,4,3,5,5,5,4,4,5,3,3,5,1,1,2,2,5,3,5,5,5,3,5,3,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,4,4,1,2,2,3,0,1
1773,2,19,1,4,5,5,5,4,4,5,4,5,4,3,4,5,5,1,3,3,5,3,5,1,5,3,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,2,4,4,4,4,3,2,3,2,2,4
2915,2,19,1,1,2,5,2,5,5,4,3,3,4,3,4,5,1,1,2,2,5,3,5,5,5,5,5,5,2,2,2,3,3,2,2,3,2,3,2,2,2,3,3,3,1,5,4,4,4,3,3,3,3,3,3
2740,2,21,1,1,1,3,4,4,4,5,5,4,5,2,1,5,1,1,3,2,5,5,5,5,1,5,5,5,3,1,1,3,2,2,3,1,3,3,2,3,2,5,4,3,1,5,4,5,4,5,5,4,1,4,4
2039,1,19,1,4,3,4,5,4,4,3,3,2,4,5,3,3,1,1,2,2,1,3,5,5,5,1,3,5,2,2,2,2,1,1,1,2,3,4,2,2,2,3,2,1,0,0,1,3,3,1,4,2,3,1,4
929,2,23,1,1,4,4,4,4,4,4,4,4,4,4,4,3,1,1,3,2,5,2,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,4,3,4,4,4,4,4,3,4,4
686,2,20,1,2,3,4,4,4,4,5,5,3,5,3,3,3,1,1,2,2,5,3,1,1,1,3,3,5,1,1,1,1,1,1,1,2,3,3,1,1,1,4,4,4,3,5,5,5,5,5,5,5,5,5,4
2468,1,18,1,2,4,4,3,4,4,5,4,4,5,4,4,3,1,1,3,3,5,3,1,5,5,5,5,3,3,2,2,2,2,2,2,2,3,2,3,3,3,4,4,4,3,4,3,4,4,4,4,3,3,3,4
2291,2,20,1,1,3,3,3,3,3,5,4,3,4,3,2,5,1,1,3,2,5,2,5,5,5,3,5,5,3,2,2,2,3,3,3,2,2,3,2,2,2,3,3,4,1,3,3,3,3,4,4,5,2,3,3
391,2,18,1,2,4,3,3,3,5,4,3,3,3,3,2,5,1,1,4,2,5,3,1,5,5,3,3,3,3,1,1,2,2,2,3,1,2,2,3,3,3,4,3,3,1,1,1,1,4,4,1,3,1,1,1
1065,2,23,2,2,4,5,4,4,4,5,5,4,5,3,4,5,1,1,3,4,5,3,5,1,5,3,5,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,5,3,1,1,1,4,4,4,4,4
1676,2,20,1,1,2,1,1,1,1,5,4,5,5,4,1,5,1,1,3,3,5,3,5,5,5,1,3,5,3,3,3,2,2,3,2,3,2,3,2,3,2,3,3,3,2,1,5,3,2,4,4,3,2,2,1
497,1,20,1,2,4,4,5,4,4,5,3,5,5,3,2,5,1,1,3,3,5,1,5,5,1,3,3,5,2,2,3,2,1,1,1,2,2,4,2,2,2,3,1,3,1,5,5,3,4,3,5,4,3,1,5
783,1,20,1,2,4,3,4,3,5,5,4,2,5,3,3,5,1,1,2,3,5,3,5,5,5,3,3,5,3,2,1,1,2,2,2,3,4,2,2,2,2,4,5,5,4,4,5,4,5,5,3,4,4,4,4
694,1,20,1,3,4,3,4,4,4,4,4,4,5,2,4,3,1,1,4,3,5,2,5,5,5,5,3,3,1,2,2,1,2,2,2,1,1,1,1,1,2,3,3,3,2,2,4,4,4,4,3,4,3,3,3
2282,1,21,2,2,5,5,5,5,5,5,4,5,4,5,2,5,1,1,3,3,5,1,5,5,5,3,5,5,2,2,2,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,4,4,1,4,4,4,4,4,4
2667,2,19,1,2,4,4,5,5,5,5,4,5,5,4,4,3,1,5,2,2,5,5,5,5,5,5,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,2,5,5,5,5,5,5,5,5,5,5
1622,2,21,1,3,3,4,3,4,5,5,5,4,5,4,5,5,1,1,3,4,5,2,5,1,5,3,5,5,3,1,1,2,2,2,1,1,1,1,1,1,1,4,4,3,1,5,5,5,4,4,4,5,3,3,4
3233,2,27,2,3,2,4,3,3,4,5,4,4,5,4,4,5,1,1,3,2,1,1,5,1,1,1,5,5,2,1,1,3,1,1,1,4,3,3,2,1,2,3,3,2,1,4,2,4,4,4,4,4,2,4,4
1336,2,19,1,3,4,3,4,4,5,5,3,2,5,3,4,5,1,1,3,2,1,2,5,5,5,5,3,3,3,2,2,3,2,2,3,2,3,3,2,2,2,4,3,3,4,3,3,3,4,3,3,3,3,3,3
1738,1,18,2,4,3,4,3,3,3,4,4,5,5,3,4,5,1,1,3,2,5,3,5,1,1,3,3,3,2,2,1,2,1,1,1,1,1,1,2,2,3,4,4,4,0,0,0,4,4,4,4,2,1,2,4
55,1,23,1,5,4,4,4,4,4,5,5,3,5,5,3,5,1,1,3,3,1,4,1,5,5,3,3,3,2,2,2,2,1,1,1,1,2,2,2,2,2,4,4,4,1,5,5,5,4,4,4,4,1,2,2
1684,1,19,1,4,4,3,3,3,3,4,3,5,5,2,2,3,1,1,4,4,5,1,5,5,5,3,5,3,2,2,2,2,1,2,3,2,2,2,2,3,2,4,3,3,1,4,3,3,2,3,3,3,2,3,2
2726,1,20,1,2,5,5,5,5,5,4,5,3,5,4,4,3,1,5,4,4,5,3,1,1,1,5,5,5,3,1,2,1,1,1,1,1,1,2,1,1,1,3,0,3,4,3,3,3,4,3,5,4,5,5,5
1298,2,20,1,2,3,3,4,2,4,4,4,3,5,3,1,3,1,5,2,2,5,2,1,5,5,3,3,3,3,2,1,2,2,2,2,3,2,2,2,2,2,1,1,1,1,2,1,1,2,4,1,4,2,4,4
1005,2,21,1,2,3,3,3,3,3,3,4,3,3,3,3,3,5,1,3,3,1,3,5,5,5,5,3,3,2,1,1,1,1,1,1,2,1,2,1,1,1,4,4,4,1,4,4,4,4,4,4,4,1,1,1
1717,2,20,1,4,4,3,3,3,3,5,3,3,5,3,3,5,1,1,3,3,5,2,1,5,5,3,3,3,2,2,2,2,2,2,2,2,1,3,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1
2994,2,23,2,3,4,4,4,4,4,4,4,3,4,3,4,5,1,1,4,3,1,3,1,5,5,3,3,5,2,2,2,2,3,3,2,2,2,3,2,2,2,3,3,3,2,3,3,3,4,3,3,3,4,4,4
393,1,19,1,3,3,3,5,5,5,5,5,5,5,4,3,5,1,1,5,4,5,3,5,5,1,3,3,3,3,2,2,1,2,2,2,3,1,2,2,2,2,3,4,4,2,2,4,1,1,2,1,4,1,1,1
2381,2,18,1,1,3,4,3,5,5,4,4,5,5,3,5,5,1,1,3,3,5,4,1,1,5,5,3,1,2,2,2,2,4,2,3,3,3,4,2,2,3,3,4,4,3,3,3,5,3,5,4,4,4,4,4
1965,2,20,1,2,2,4,3,4,5,5,5,5,4,4,1,3,1,5,3,3,5,2,1,5,5,3,5,5,1,1,1,1,1,1,1,1,1,2,1,1,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4
501,2,20,1,2,3,4,4,5,5,4,4,5,5,3,3,5,1,1,3,3,5,1,5,5,5,5,3,3,3,2,2,2,2,2,2,1,2,3,2,2,2,3,3,4,3,5,4,4,5,3,4,4,4,4,5
505,2,22,1,3,4,4,4,4,5,5,4,3,5,3,4,5,1,1,3,2,5,1,1,5,5,3,5,3,2,2,2,2,2,2,2,1,2,2,2,2,2,3,4,3,1,2,1,4,4,4,3,3,2,3,3
2090,1,20,2,2,3,3,3,2,3,2,3,4,5,4,2,3,1,1,1,1,5,3,5,5,5,1,5,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,0,0,0,1,0,5,1,1,1,5,5
1915,1,20,1,4,2,2,4,3,3,3,4,1,5,4,4,5,1,5,3,3,5,3,5,5,5,3,3,5,2,2,2,2,2,2,2,2,1,3,1,1,1,4,4,3,1,4,3,4,4,4,3,4,3,4,2
504,2,19,2,4,4,5,5,5,5,5,5,5,5,4,5,5,1,5,3,2,5,3,1,1,1,3,5,5,2,2,2,1,1,1,1,1,1,2,2,2,2,1,4,4,2,5,5,4,5,3,4,4,4,3,4
2396,2,19,2,2,4,4,5,4,4,4,3,3,5,3,3,5,1,1,3,3,5,2,5,1,1,3,3,5,3,2,2,3,2,2,2,2,3,3,2,2,2,3,3,2,1,4,3,3,2,5,3,2,1,3,1
1718,2,21,1,4,5,5,5,5,5,5,2,5,5,3,3,5,1,5,3,3,5,1,5,1,1,5,3,3,2,2,1,1,1,3,2,4,1,1,2,2,2,4,4,4,0,4,1,3,0,5,5,5,5,5,1
502,2,19,1,2,4,5,4,5,5,5,4,5,5,3,3,3,1,1,3,3,5,3,1,1,1,3,3,3,3,2,2,3,2,2,2,1,4,3,2,2,2,4,4,4,3,3,4,4,5,3,4,4,4,4,4
789,1,21,1,3,3,3,3,3,3,5,4,5,4,3,2,5,1,1,3,3,5,1,5,5,5,3,3,5,2,3,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,2,2,2,3,3,2,2,2,3
1706,1,21,1,2,2,4,4,4,4,4,5,1,5,4,5,5,1,1,4,4,5,1,5,5,5,5,5,5,4,2,2,3,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,5,4,4,4,5,5
1916,1,20,1,3,3,4,3,3,3,5,2,2,5,3,2,5,1,1,1,1,1,2,5,5,5,3,5,5,1,2,1,2,1,3,2,1,4,3,1,1,1,5,5,5,2,3,5,5,5,5,3,2,1,1,1
392,1,19,1,2,3,3,3,3,4,3,2,2,2,3,3,3,5,5,1,2,5,2,5,5,5,1,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,2,2,1,1,3,2,2,2,3,2,2,2,3,2
2579,2,19,1,3,4,4,3,4,4,4,3,4,4,3,3,5,5,1,2,2,5,1,1,5,1,3,5,3,3,2,2,2,2,2,2,2,2,2,1,2,2,4,4,4,3,5,4,4,4,4,3,4,4,4,3
1250,2,20,1,1,3,4,4,3,4,5,3,5,4,4,5,5,1,1,3,3,5,4,1,1,5,5,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,4,2,3,3,4,1,5,4,3,4,4,2,4,3
1127,2,21,1,3,4,4,3,4,4,4,2,3,4,4,3,3,1,1,3,2,1,1,5,5,5,3,5,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3,1,1,3,3,3,3,4,4,2,2,3
1708,2,20,1,2,4,2,2,2,2,4,2,5,5,5,5,3,1,1,3,2,5,2,1,1,5,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,4,4,4,1,4,4,4,4,4,4,4,4,4,4
503,2,19,1,2,3,4,3,4,2,4,5,3,5,2,3,3,1,5,3,3,5,3,5,1,1,3,3,1,4,3,2,3,3,2,2,3,4,3,3,2,2,3,3,3,3,4,2,2,2,1,3,4,1,2,3
3044,2,21,1,1,5,4,4,4,5,5,5,5,5,5,4,5,1,1,5,4,5,4,1,1,1,5,5,5,3,2,2,2,3,2,2,1,1,2,2,2,2,4,4,4,2,4,4,4,4,4,4,4,3,4,4
3009,2,18,1,4,5,5,5,5,5,5,5,4,5,5,2,5,1,5,3,2,5,1,5,5,1,5,3,5,3,1,1,2,2,2,3,4,3,1,1,1,1,4,4,3,4,3,4,4,4,5,5,5,5,4,4
642,1,20,2,4,4,4,4,4,4,5,4,5,5,5,5,3,1,1,3,1,5,3,5,5,5,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,5,5,4,4
1559,1,22,1,3,4,3,3,3,4,5,5,5,5,5,5,5,1,1,3,2,1,2,1,5,1,3,3,3,2,2,2,1,2,2,2,2,2,2,2,2,3,4,4,3,3,4,3,3,3,3,3,4,4,4,5
2004,1,18,2,4,4,5,5,5,5,5,5,5,5,5,5,3,1,1,4,3,1,1,1,5,5,1,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,4,0,5,3,4,1,2,1
2502,2,20,1,4,4,5,4,4,5,5,3,5,5,4,3,5,1,1,3,3,1,1,5,5,5,5,3,5,2,2,1,3,2,2,3,1,2,1,3,3,2,4,1,4,3,3,4,4,4,5,4,4,4,4,2
2548,2,19,2,3,3,4,4,3,3,4,2,3,5,2,4,5,1,1,2,2,5,1,1,5,5,3,5,5,3,2,2,3,2,2,2,2,2,2,2,3,3,3,3,2,1,1,1,1,1,2,3,2,2,2,2
697,1,20,1,2,1,2,3,2,1,5,4,2,5,2,2,5,1,1,2,2,1,1,1,5,5,3,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,3,3,0,4,3,3,3,3,3
288,1,21,1,1,4,4,4,4,4,5,4,2,5,2,4,5,1,5,4,3,1,3,5,5,5,3,5,3,1,1,1,2,1,1,1,1,1,1,2,1,1,4,4,3,3,4,5,5,5,5,4,5,3,4,5
1512,2,18,2,4,3,1,4,4,4,5,5,5,5,2,2,3,1,1,2,3,5,3,5,5,5,3,5,3,2,2,1,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2
1695,2,20,1,2,2,2,1,2,2,5,4,3,5,5,2,5,1,1,3,3,5,2,5,5,5,1,5,3,3,2,1,2,1,1,1,2,3,2,3,3,2,3,3,3,2,1,1,1,1,1,3,3,3,3,3
2676,2,19,1,2,3,5,4,4,4,3,3,4,2,4,3,5,5,1,3,3,5,2,5,5,5,5,3,5,3,1,1,2,1,2,2,1,4,3,3,3,3,4,4,4,0,3,4,3,3,4,3,4,4,4,4
3169,2,22,1,4,2,5,2,4,5,4,4,4,4,3,2,5,1,1,3,3,5,3,5,1,1,3,3,3,2,2,2,3,3,1,3,2,2,2,2,3,3,3,3,4,1,5,3,5,4,5,5,3,5,3,3
3093,1,20,1,4,4,4,4,5,5,4,3,4,5,3,3,3,1,1,2,3,5,3,5,5,5,3,3,3,3,2,1,1,2,2,1,2,2,3,2,2,2,4,4,3,3,2,4,3,3,3,3,3,3,4,3
2145,2,23,1,4,3,3,4,4,5,5,5,3,5,2,1,3,1,1,2,2,5,1,5,5,5,1,5,3,2,1,2,3,2,2,1,3,1,2,1,1,1,3,3,1,1,3,0,3,1,3,1,3,3,3,2
1526,1,19,2,3,4,4,4,4,4,3,5,5,4,3,4,3,1,1,3,2,1,2,5,1,5,1,5,5,3,1,1,2,1,1,2,1,1,1,1,1,2,2,3,3,1,1,1,3,4,2,3,1,1,1,1
3176,2,19,2,1,3,2,3,3,3,5,5,3,5,3,4,5,1,1,2,3,1,3,5,5,5,5,5,5,3,2,1,1,1,1,1,1,1,1,1,1,1,4,3,3,0,1,0,2,1,4,3,3,1,0,1
506,2,20,1,1,3,3,3,3,4,5,4,5,4,4,4,5,1,1,3,2,1,5,5,1,5,3,5,5,2,1,1,1,1,1,1,2,3,3,1,1,1,3,3,3,1,4,3,3,5,2,2,1,2,2,2
2970,2,22,1,2,2,3,3,4,3,5,2,5,5,2,5,3,1,1,2,2,1,1,5,5,5,5,5,5,3,2,2,3,2,2,3,2,1,2,1,1,2,3,1,5,1,1,0,1,0,1,3,3,1,4,0
1551,2,23,1,5,4,5,5,5,5,5,5,5,5,5,5,5,1,5,4,3,5,1,5,5,5,5,5,5,2,2,1,1,2,2,1,2,4,2,1,1,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5
1779,2,20,2,3,4,5,5,5,5,5,5,4,5,3,5,5,1,1,3,3,5,1,1,1,1,5,5,3,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,0,4,4,4,4,4,4,5,4,4,5
508,2,20,1,3,4,3,4,3,4,3,3,5,5,3,4,3,1,1,3,3,5,3,1,1,1,3,3,3,3,3,2,1,1,1,1,2,4,2,1,1,2,4,4,4,2,4,3,4,4,4,3,4,4,3,2
823,1,22,1,2,5,5,5,4,1,5,5,1,5,1,1,5,1,1,2,2,1,5,5,5,5,3,1,1,1,1,1,1,2,1,1,3,4,3,2,1,1,3,1,0,0,0,0,2,4,4,4,0,5,5,3
2578,2,19,1,3,2,3,4,4,4,5,3,5,4,3,3,5,1,1,3,3,5,2,1,5,1,3,5,3,3,3,3,2,2,2,3,2,4,3,2,3,2,5,5,5,3,5,5,5,5,4,5,5,5,4,4
2264,1,21,1,2,3,3,3,4,3,2,4,4,5,4,3,3,1,1,2,2,5,2,1,5,5,5,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,4,1,4,1,4,5,5,4,5,4,4,4
1625,2,21,2,4,4,4,5,4,5,4,3,3,4,4,1,5,1,1,2,2,1,1,5,5,5,3,3,5,3,2,1,1,1,1,1,3,4,3,2,2,2,2,3,3,1,4,4,4,4,5,3,5,4,4,5
390,2,18,1,2,4,5,5,3,2,5,5,1,5,4,2,5,1,1,3,3,5,2,1,1,5,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,4,4,3,0,1,1,1,1,1,1,3,1,0,1
2417,2,21,1,2,2,2,3,4,4,5,3,2,5,2,4,3,1,1,2,2,5,3,1,5,5,5,3,3,2,2,1,1,1,1,1,1,2,3,1,2,2,4,4,4,1,4,4,5,5,5,4,5,5,5,5
2085,2,23,1,1,3,2,2,2,3,5,3,3,4,3,2,5,1,1,3,2,5,2,5,5,5,3,5,3,3,3,2,2,2,2,2,3,2,4,3,3,2,1,1,1,2,1,3,3,3,1,1,3,1,3,3
49,2,21,1,1,4,4,2,4,5,5,4,4,5,5,5,5,1,1,2,3,1,3,5,5,5,3,3,5,3,2,1,3,2,2,2,3,3,3,3,3,2,3,3,3,0,2,2,4,2,1,1,2,1,1,1
2524,2,20,1,1,5,5,5,5,5,4,4,4,4,3,2,3,5,1,4,4,5,2,1,1,1,1,5,5,3,2,2,2,2,2,2,2,1,3,2,2,2,4,4,2,1,1,1,4,3,2,2,4,4,4,4
1066,2,23,1,2,4,4,4,4,5,4,4,4,4,3,2,3,1,1,2,2,5,2,5,5,5,1,5,3,3,2,2,2,2,2,2,3,3,3,3,3,3,4,3,3,1,3,3,4,3,3,3,3,2,3,3
3217,2,21,1,2,3,4,4,4,3,4,2,4,3,3,4,3,1,5,2,2,1,1,5,5,5,3,3,5,1,1,1,1,1,1,1,2,3,2,2,2,2,4,4,4,1,4,5,5,4,5,4,4,3,4,3
16,1,18,1,3,3,3,3,3,3,3,3,3,3,3,3,5,1,1,3,2,5,3,5,5,5,3,5,3,1,1,1,1,1,1,1,3,1,1,1,1,1,4,5,4,3,5,5,5,4,4,4,5,4,4,4
1746,2,19,1,4,5,4,3,5,5,3,4,4,4,5,4,5,5,5,2,3,5,1,1,5,5,3,5,5,3,4,4,4,4,4,4,4,2,4,1,2,1,3,3,2,1,1,5,3,0,1,1,1,1,1,4
494,2,19,1,4,4,4,4,4,5,5,4,4,5,4,2,5,1,5,3,3,5,2,5,1,5,5,5,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,2,4,2,4,4,4,4,3,3,2,3
2732,2,20,1,3,3,3,3,3,3,3,3,3,3,3,3,5,1,1,3,3,5,3,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3
395,1,19,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,3,2,5,1,1,5,5,1,3,5,3,2,2,2,2,2,2,2,3,3,2,2,2,4,4,3,1,1,4,1,1,1,1,1,1,4,4
389,1,18,1,4,2,3,3,3,4,4,4,2,4,4,2,5,1,1,4,2,5,3,1,5,5,3,3,3,3,2,1,2,2,2,2,2,3,4,2,2,2,2,1,1,1,4,2,1,1,0,3,1,1,1,3
3110,1,20,1,3,4,5,5,4,5,5,5,5,5,4,5,5,1,5,4,3,5,5,5,5,5,5,5,5,3,2,1,2,2,2,2,1,1,1,1,1,1,5,5,4,4,4,5,5,5,5,5,5,5,5,5
51,1,21,2,3,3,4,4,3,4,5,5,3,5,4,4,5,1,1,3,2,5,3,1,5,5,3,5,5,2,2,2,2,2,2,2,3,2,3,2,2,2,3,3,2,1,1,1,1,2,1,2,3,3,2,3
791,2,20,1,1,2,1,3,1,1,4,2,5,5,2,5,3,1,1,2,2,5,5,5,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,0,0,1,0,3,1,1,1,2,1
2577,2,19,1,1,4,4,4,4,4,5,4,4,5,3,5,5,1,5,3,3,5,2,5,5,5,5,3,3,4,2,2,3,2,2,2,2,2,3,2,2,2,4,4,2,2,2,3,3,3,5,2,3,2,3,2
2394,2,19,1,1,2,4,2,4,4,4,4,4,4,3,3,3,1,1,3,2,5,4,5,1,5,1,5,5,2,2,1,3,1,1,1,1,1,1,2,2,1,1,1,1,1,3,3,1,1,3,1,3,1,1,1
1331,2,19,1,2,4,5,4,4,5,5,4,5,5,3,4,3,1,1,2,2,5,4,5,5,5,3,5,5,3,1,1,1,1,1,1,1,2,3,2,2,2,4,4,3,2,4,2,5,2,4,5,4,3,5,5
2200,2,21,1,3,4,4,4,4,4,4,3,5,4,3,4,5,1,1,3,3,5,4,5,5,5,3,5,5,2,2,1,1,1,1,1,1,4,2,1,1,1,3,3,3,0,3,2,3,1,3,3,3,3,3,4
2484,2,20,1,3,4,4,3,4,5,5,5,4,4,3,4,5,1,1,4,3,5,1,1,1,1,3,3,5,3,3,2,2,3,3,3,1,2,1,3,3,3,1,3,4,0,5,4,5,4,5,4,5,4,4,4
842,2,22,1,3,3,3,3,3,3,3,4,3,5,4,3,5,1,1,3,3,5,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,4,4,4,4,4,4,4,4,4,4
396,2,19,1,2,4,5,5,5,5,5,4,5,5,3,5,5,1,5,3,3,5,3,1,1,5,5,5,3,2,3,1,1,4,3,1,4,2,4,1,1,1,3,1,1,1,1,0,3,1,2,1,1,1,3,1
1630,2,22,1,1,3,2,3,3,3,5,3,2,5,3,5,3,1,1,4,2,1,1,5,5,5,3,5,5,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3,3,1,4,0,1,0,3,4,4,4,4,4
2969,2,20,1,3,4,5,5,5,5,5,4,5,4,3,4,5,5,1,3,3,5,1,5,1,1,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,1,5,3,3,4,3,3
58,2,20,1,2,3,5,4,5,5,5,5,3,5,2,2,5,1,5,4,3,5,1,5,1,5,5,5,5,3,3,1,1,3,3,3,4,3,4,1,3,3,3,3,2,1,4,1,3,3,3,4,3,2,2,4
2743,2,19,1,2,5,4,5,5,5,5,5,5,5,5,5,5,1,1,3,3,5,4,1,1,1,3,5,5,3,3,3,2,2,3,3,3,1,2,2,2,2,4,4,4,3,1,4,1,1,1,4,4,4,4,5
2293,2,19,1,4,3,3,3,3,3,3,3,3,3,3,3,5,1,1,3,3,5,1,1,1,1,5,3,5,3,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4
397,2,19,1,2,2,2,2,2,2,5,2,4,5,4,5,3,1,1,3,3,5,1,5,5,1,5,3,5,2,3,2,2,2,2,3,3,1,2,3,3,3,4,4,4,3,5,4,4,4,4,4,4,4,4,3
739,2,20,1,1,4,4,3,5,5,5,2,4,5,2,1,5,1,1,2,3,5,1,1,5,5,5,3,3,3,2,1,2,1,2,2,3,4,2,3,2,2,4,5,5,1,5,5,5,5,4,4,5,1,2,2
507,2,20,1,2,4,5,2,3,5,5,5,5,5,5,5,3,1,1,4,4,1,1,5,5,5,3,3,3,4,3,2,3,2,3,3,2,4,3,2,2,2,4,4,4,2,3,4,4,5,4,4,4,4,4,4
2154,2,24,1,4,4,4,3,4,4,5,5,3,5,3,1,5,1,1,4,3,1,3,5,5,5,3,3,3,3,2,2,2,2,2,2,3,4,3,2,2,2,4,4,4,2,4,4,5,4,3,3,3,4,3,3
1386,2,20,1,2,1,3,4,3,4,5,4,5,5,3,2,3,1,1,3,2,5,2,1,1,1,3,3,3,3,2,2,1,2,2,2,2,4,2,2,2,2,4,4,3,3,3,1,3,3,3,3,3,3,3,3
2488,2,20,1,3,3,3,4,5,5,5,4,3,3,3,4,3,1,1,3,4,5,2,1,5,5,3,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,1,1,1,1,1,1,2,1
2068,2,23,2,1,2,4,5,3,4,5,4,5,5,3,3,3,1,1,2,1,5,2,5,1,5,1,5,1,2,1,1,1,1,1,1,2,3,3,1,1,1,4,4,4,3,1,1,1,1,4,2,3,3,2,4
1139,2,19,2,3,4,5,5,5,5,5,5,1,5,5,4,5,1,1,2,2,1,3,5,5,5,1,5,3,2,1,1,1,2,3,3,1,1,1,1,2,1,3,3,3,1,1,1,1,0,3,2,4,1,1,1
1966,2,20,1,1,3,4,4,3,3,4,4,3,4,3,4,5,1,1,3,3,5,3,1,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,3,3,3,2,4,3,2,2,3,3
1529,1,19,1,2,4,5,4,5,5,4,4,5,5,3,3,3,1,5,3,2,5,2,5,5,5,3,3,3,2,2,2,2,1,1,1,3,2,3,3,3,3,4,4,4,4,4,5,4,5,5,4,4,4,4,5
